
Logradouro;Bairro
Rua Rocha Lima, 1420 - Sala 3;Aldeota
Rua C 136 Nº 111 Qd. 563 T. 20 Jardim America;Jardim América
Rua Dr Paulo Alves, 89 Parte 2;Ingá
Rua João Raimundo 32A;Arcos
Estrada Do Curralinho, Nº 2475. Edf. Imbui Torre Center- Sala 115;Boca do Rio
Rua Presidente Costa E Silva, 642;Dois Vizinhos
Rua João Pessoa, 09;Centro
Rua Olho D'Agua N° 11;Santo Amaro
Rua Bento Viana, 255;Água Verde
Rua Da Aurora, 325 / Sala 202;Boa Vista
Rua Maria Alves Q. De Lavor, N° 187  - Cohab Ii;COHABS
Rua Antônio José De Oliveira, Nº110 - Vale Do Rio;Riachão do Jacuípe
Shin Ca 5, Bloco B1, Sala 206 Parte A;Setor de Habitações Individuais Norte
Av. Manoel Da Costa Lima, 367;Vila Ipiranga
Rua Joaquim Teixeira Alves, 2446 - 1º Andar - Sala 2;Centro
Avenida Iguaçu, 873;Vila Yolanda
Rua Humberto Claudio,Nº 5 - Altos;Travessão
Rua Cancioneiro De Évora, N° 294;Santo Amaro
Rua Luiz Beltrão,1030, Cep: 21321-232;Vila Valqueire
Av. Desembargador Hugo Simas, 1299 - Cj 05;Bom Retiro
Rua Castro Morais, 271;Humaitá
Rua Santa Clara 210 Apt 701;Copacabana
A. Ipiranga, 795 - 1º Andar, Sala 02;República
Rua Santa Rita, Nº 514, Sala 215, Edf. Catu;Centro
Rua Chile, 67;Jardim América
Rua José Bonifácio,127;Santo Antônio
Rua Jacintho De Mendonça Filho,333;Campo Grande
Calc Aldebara (Centro De Apoio Ii), 180, Andar 3 - Sala 329;Alphaville
Rua Rui Barbosa, 11, 1º Andar, Centro;Centro
Av. Senador Vitorino Freire, 300, Sala 302 - Retiro Natal;Retiro Natal
Rua Antônio Felicio Do Santos, 446;Diamantina
Rua Jose Paes De Abreu,Nº 706 Casa 01;Jardim Flamboyant
Rua Cedro, Nº 228;Gávea
Av.  Afonso Olindense, 1513;Várzea
Rua  Sete, Nº  90 - Distrito Industrial;Distrito Industrial
Srtvs, Quadra 701, Bloco K, Sala 428/170;Asa Sul
Rua Lopes Quintas, 340 Apto 117;Jardim Botânico
Rua Mario Martins Dos Santos 216;Duas Barras
Rua Junquilhos 663;Nova Suíssa
Travessa Q - Qd 16 - Casa 4;PLANALTO ANIL III
Rua Augusto Tolle, N°875 - Conj 54;Santana
Avenida Lagoinha, 205;Bocaiúva
Qd. C  06 Lote 03 Loja 06 Sobreloja Parte C - Ed. Novitá;Taguatinga Centro
Avenida Marechal Deodoro Da Fonseca N ° 164 1°Andar;Goiana
Al Dos Jurupis, 1005 - Cj 64;Indianópolis
Shcgn Q. 708/709, Bloco A, N. 09, 1º Pavimento, Parte B4;Asa Norte
Rua Conde De Lages 22, Apt 601;Centro
Rua Castro Alves, 801;Santa Cruz
Rua Tupi, 2027, Parque Residencial Cidade Alta;Cidade Alta
Rua Tenente Domingos De Brito N° 756;Boa Viagem
R 1536, 219, Sl 01;Centro
Rua São Benedito N 105;Bom Jesus
Shn, Quadra 3, Bloco A ;Asa Norte
Rua 30 Sul Lote 08 ;Sul (Águas Claras)
Rua Francisca Rangel, 800;Parquelândia
Rua Castro Alves, 13 - Apt 23 Bloco 2;Vila Graff
Av. T2 N° 1810 Qd.34 Lt.16 Sala 05;Setor Oeste
Rua Henriqueta Galeno, 85;Dionisio Torres
Rua Augusta Nº 51;Centro
Rua Da Praia, 71. Comunidade Pindobal;Belterra
Q. 06 Ar 04, Sala 404, Edif. Lions;Sobradinho
R. Alegrete, 219, Casa 02;Monte Castelo
Rui De Souza;Confins
Av. Cerro Azul, 572 - Sala 08 ;Zona 02
Segunda Avenida Q1B Lt48-50 ;Cidade Vera Cruz
Av. Hercíclio Luz, 639, Lj 04-B                           ;Centro
Srtvn Quadra 701, Conj. C, Bloco B, Sala 306, Parte B ;Asa Norte
R Rui Barbosa 194;Marcelino Ramos
Rua Alvaro Santos 33 - Apto 01;Vila Paris
Rua João Carlos De Souza, 112, Sala 03;Santa Mônica
R São Camilo, 989 - Sala 7;Vilarejo
Av. Edgar Santos, Nº 500, Sala 204.;Narandiba
Rua João Maroni 15 Sl 14;Manhumirim
"Rua Marechal Hermes Da Fonseca; N° 242";Santana
Rua Ipitanga Nº 154;Parque dos Novos Estados
Rua Luso Brasileira, 47;Vila Albuquerque
R Adolfo Konder , 1426;São Miguel do Oeste
Rua Maquine 261;Jardim América
Al Ricardo Paranhos, 799, Sl 401;Setor Marista
Rua Pedro Milanezi Altoé,  S/N;Vargem Alta
Rua Navarro Da Costa, N° 71;Marechal Hermes
Rua 01, Casa 45, Qdra 11, Lote 05 (Escritorio Comercial) Solar Da Chapada;Três Barras
Rua Presidente Wilson, 810;Uberaba
Rua Maria Leopoldina Do Egito 130 Dist. Industrial;Mangabeira
Qd.112 Sul, Rua Sr-1, Lt.27;Plano Diretor Sul
Rua Allan Kardec, 223;Amambaí
Rua Elesbão Pinto Da Luz, 986;Jardim Atlântico
Rua Do Ribeirão;Vila Palmeira
Rua Emilio De Menezes, 76 - 1º Andar;Santa Cecília
Rua Laura Nunes Fernandes, 41;Afonso Pena
Av Cel Virgilio Tavora, 1783;Itaitinga
Rua Osvaldo Cruz, 35-A Passagem São Matheus Comun. Fazendinha;Águas Lindas
Rua Celso Costa Rego, 50 - Apt 101A ;Alto do Sumaré
Rua Oito, 729;Ilha dos Araújos
Av Dos Expedicinarios, 1175;JARDIM VISTA ALEGRE
Av. Oscar Borel, Nº13;Compensa
Rua 41 Nº 840 Qd 39 Lt 20/25 Setor Curumim;Ceres
Rua Coronel Cornelio Maciel, Nº 81-2º Andar-Sala: 3;Cruzília
Br 482 Km 51  - Bairro União;Jerônimo Monteiro
Avenida Brigadeiro Faria Lima 2759;Cocaia
Rua Pastor Anisio Francisco Da Silva, 731;Jardim Alvorada
Rua Licinio Jorge Moreira Da Silva, 07;São João da Barra
Shs Quadra 01 Bloco A  Sala 59 - Galeria Do Hotel Nacional;Asa Sul
Rua Pirapitinga, Nº196 - Paraíso Dos Pataxós;Porto Seguro
Srtvn 702 Conjunto P Sala 3011 Ed Brasilia Radio Center;Asa Norte
Av.Dr. Julio Otaviano Ferreira 245 Sala 03;Cidade Nova
Rua Das Avencas, 3127, Jd Das Palmeiras;Sinop
Rua Toni Buso, 36;Parolin
Av Afonso Arinos De Melo Franco, 222;BARRA DA TIJUCA
Rua Agnelo Brito, Nº 259 - Sl 107 - Edf. Ondina Empresarial;Federação
Rua Sacramento, 176;Jardim Califórnia
Rua República Islâmica Do Irã, 250 Sobrado 1;Jardim das Américas
"Rua Ramos De Olivera; N° 66";Limoeiro
Rua Siqueira Campos 44  Jardim América;Vacaria
"Av Roque Celestino Pires; N° 702 - Sala 02";Centro (Caucaia do Alto)
Rua Da Gloria, 290, Sala 101;Glória
Rua Antonio Targino Pessoa Da Silveira, 264;Jardim Cidade Universitária
Rua Tancredo Neves, S/N;Bairro da Paz
Rod Rio-Santos, S/N - Km 87;Tabatinga
Av Dom Helder Camara,5200  Sala 628;Pilares
Sítio Parada General, 9999;Carangola
R 20 Sn Qd: 3 Lt:17 Gloria Dos Marinhos;Nova Glória
Rua Dom Casmurro, 14;UNIVERSITÁRIO
Avenida Santos Dumont, 2625;Zona Industrial Norte
Praça Pio X,N° 99 / 9º Andar;Centro
Av. Baía Dos Golfinhos, Nº 888 - Casa 3   Praia Da Pipa;Tibau do Sul
Rua Professor Luis Antonio Fragoso 216;Taquaritinga
Rua Pastor Manoel De Brito, Nº 209, Loja 02, Bocaina;Conceição de Macabu
Avenida Governador José Malcher 168 Sala 110;Nazaré
Est Do Araçagi , Nº 235 - Farol Do Araçagi;Raposa
R Ferdinando Demarchi (Jd Valdibia), 111, Casa 14 - Sala 1;Jardim Valdibia
"R Embaixador Raul Fernandes, 57, Apt 73 Ed. Tanger Sala B	";Jardim Europa
Rua Goias Nº 896 Pavimento Superior;Siqueira Campos
St Shs Quadra 01 Bloco A Loja 56 ;Asa Sul
Av Das Nacoes Sn Es C/Rua Salvador Qd:14A Lote 12 Sala 01 Vera Cruz;Vera Cruz
Rodovia Br 316 N ° 556  Km 24;Araripina
Rua 3030, 123;Centro
Av. Coronel Colares Moreira, Nº 03, Sals 204 - Edf. Business Center;Jardim Renascença
Rua Coronel Jose Medeiros, 660;Olímpia
"Rua Harmonia; N° 925";Sumarezinho
Rua Professor Lealdino Alcantara, 32 Sala 207;Piratininga
Av. Doutor Mario Clapier Urbinati, 1500 - Sala 02;Zona 06
Rua Das Arraias, 50, Sala 1004;Parque Residencial Aquarius
R Laboriosa, 85;Vila Madalena
Rua Oswaldo Araújo, Nº 100;de Lourdes
Rua José Quariguazil, 546 - Tamatanduba;Cascavel
Rua B, Nº 156, Quadra 16, Sala B;Novo Paraíso
Rua Joana Dangelo Nº 2320 - Biribiri;Manacapuru
Rua José Bonifácio, 85 - Parque Do Castelo;Aquiraz
Srtvs 701 Bloco O Ed Centro Multiempresarial;Asa Sul
Rua P, 39;Radional
Rua Portugual, Nº 17 Edf. Regente Feijó Sala 510 ;Comércio
R Tereza Conrad, 35, Sl;Oxford
Avenida Dos Jacarandás, 480;Jardim dos Pinheiros
Av.Minas Gerais, 180;Juvenília
Av. Afonso Pena Nº 106;Amambaí
Av  Engenheiro Roberto Freire, 481 - Ccab Sul - Lj 01 -Bl 3;Capim Macio
Shc/Norte Cl, Quadra 107 Bloco B, N. 51, Sala 108, Parte F-1;Asa Norte
Av  Carlos Gomes 141 Andar 12 Conj 1201;Auxiliadora
Rua José Caetano Borges Sn Lt. 0 Qd. 07 Sn Centro;Goianápolis
"Av Rouxinol, 1041 - Andar: 7; Conj: 705;Indianópolis
Av Londrina,403;Centro
Rua Hemetério Leitao Nº.02 Sala 02;São Francisco
Praça Barão Do Sincora, Nº 134 Sala 2. Nossa Senhora Do Alivio;Ituaçu
Avenida Ipiranga, 795, 1 Andar;República
Rua Cônego Jerônimo Pimentel, 107;Umarizal
Rua Frei Caneca 400;Vila Cruzeiro
Rod Rj 176 - Barra Mansa;São Sebastião do Alto
Av Alfredo Baltazar Da Silveira, 1891 Sala 203;Recreio dos Bandeirantes
Rua Itapura, N° 300 - Sala 1405;Vila Gomes Cardim
Praça Floriano N° 55;Centro
Rua Frederico Maron, 9998B Centro;Ibicaraí
Rua Portugal, Nº 17. Edf. Regente Feijó, Sala 510;Comércio
Q Qe 40 Conj. M Lote Nº 20 Loja 01 Parte A;Guará II
Rua Benicio Gago, Nº 335 - (Planalto 13 De Maio);Alto de São Manoel
Av. Cel Virgílio Távora, 267 - Loja 09;CENTRO
Rua Sp 10 Qd 02 Lt 09;Setor Perim
Rua Beatriz Ramalho, 3494;Candelária
"Rua Euclydes Da Cunha; N° 118";Socorro
Rua Osvaldo Cruz, 2040;Aldeota
Rodovia Br-402, Nº 218 - Sala 106 - Triângulo Do Marco;CENTRO
Shc Norte Cl Quadra 215, Bloco B, Sala 113;Asa Norte
Rua Da Assembleia Nº 93 Apt 401;Centro
Rua Major Sales, S/N Br-222 - Km 88 - Trabalhadores;Umirim
Rua Bernardino De Campos, N° 3286;Centro
Rua Das Nacoes, 428;Bom Pastor
Rua Conego Jeronimo Pimentel, 99 Sala B;Umarizal
Rua José Ribeiro Do Prado Nº 195 Sala 06 Brasinopolis;Cristianópolis
Av. Rio Branco, 865 - Sala 01 ;Cidade Alta
Srtvs, Nº 701, Bloco O, Sala 774 E 775;Asa Sul
Rua Joaquim Francisco Gomes, 750  Santa Cruz;Augusto Corrêa
Praça Ismael Gouveia N° 203;Palmares
Rua Antonio Modesto Sobrinho N ° 556;Nascente
Rua Do Patrulheiro Rodoviário Nº 22 Conj. Sol Nascente;Jabotiana
Rua Rubens Guelli, 134 - Edf. Emp. Itaigara/ Sala 308. ;Itaigara
Rua Cotegipe, 894;Coophasul
Rua Pinto Paraíso, 30, Casa A, Centro;Itaverava
Rua Nilo Peçanha, 2171 Conj. 03;Bom Retiro
R. Da Pedreira (Chopm - Iv), Bloco 15, Apt 101;Narandiba
R. Da Aurora, 295 Sl 502 Cxpst. 819;Boa Vista
Rua Macaúba Lote 05 Sala 105;Sul (Águas Claras)
Rua Astolo Moreira, 32;João Pinheiro
Rua José Dos Reis ,1844;Inhaúma
Rua Doutor José Peroba, Nº 297. Sl 1403;Stiep
Rua Francisco Queiroz De Farias N ° 78;Surubim
Av. Gov. Carlos De Lima Cavalcante;Casa Caiada
Rua Waldemar Verçosa Pitanga, 422, Sala 209;Itapuã
Rua Dr. João Pessoa, 568 Centro;Ribeirão Claro
Sqs 406 Bloco F Apto 105;Asa Sul
Rod. Jorge Amado, S/N Fazenda Dorian. Banco Da Vitoria;Banco de Vitória
Av. Edilson Brasil Soares, 1234 - Conjunto Alvorada;Sapiranga
Rua Simão Lacerda,453 Saramenha;Ouro Preto
Praia Do Flamengo, 66 Bloco B Sala 903 E 904;Flamengo
Avenida Duque Der Caxias;Marrecas
Rua Maranhao, 299;Centro
Rua Santo Onofre 183;Fonseca
Sq 15 Quadra 11 Casa 74;Cidade Ocidental
R Projetada 03, Nº 76, Lote Morada Nobre;São José
Av Dr Nilo Peçanha 1923 Sl 316;Boa Vista
Av. Brigadeiro Faria Lima, N° 1306 -  5 Andar - Conj 51 - Sala 2 ;Jardim Paulistano
Quadra 201 Lote 1 Apt 501;Sul (Águas Claras)
Rua Juliano Marques Duarte, 541;Além Paraíba
Rua Santo Celestino Coleto, 853 Sobrado 2;Cabral
Rua Prefeito Furtado De Menezes;Lambari
Rua Alfredo Pimentel, 332;Vila Yolanda
Aos 05 Bl A Apto 303;Área Octogonal
Rua Antonio Rocha, 1 Sala 105 Centro;Centro
Rua Joao Batista Freire 109;Vila São João
Rua Bela Vista,124;CENTRO
Av. Manoel Novais, 308 A,1ºandar- Centro;Serrinha
Rua Perimetral, 637, Jardim Bela Vista;Canarana
Av. E, N°1470. Quadra B29-A, Lote 01. Sala 305.;Jardim Goiás
Quadra 106 Sul, Al 8, Lt 33 ;Plano Diretor Sul
Rua Cotegipe, 49 -Pq Recreio Dos Bandeirantes -Qd 04/Gp 04;Jardim das Margaridas
Rua Hermelino Alves De Souza, 46;Coral
Rua Orozimbo Nonato 442/219;Nova Lima
Av.Ville Roy 5433;Centro
Rua José Joaquim Dos Santos,161;Bebedouro
Av. Oscar Araripe, 837;Bom Jardim
Rua 09 (Cj Tabapua), 159;Parque Tabapua
Rua Desembargador Vitor Lima, 260, Sl 907;Trindade
Srtvn Qd. 701 Conj. C - Ed. Centro Empresarial Norte - Torre A Sala 228 Parte A - Brasília - Df ;Asa Norte
Av. Santos Dumont, Nº 2615. Lj 225. Centro;Lauro de Freitas
Faz Sao Jose Rod Go 60 Km 30;Trindade
Cam. 44 , Nº 07 - A  Urbis Iv;Jequiezinho
Praça Leobino Ribeiro, Nº 13. Centro;Serrinha
Rua Adeodato José Dos Reis, 595 Apto 701 D;Nova Parnamirim
Av: Hilton Souto Maior, 3901 Loja P3026 2º Andar;Mangabeira
Rua Presidente Faria, 282 - Andar 01;Centro
Rua Clementino Freitas Sala 05;Capistrano
Av  Dr  José Neves, Nº  432 - Centro;Rio Pomba
Linha Adolfo Konder, S/N;Itá
Rua Barão De Itapagipe,75/103;Rio Comprido
Rua Padre Justino, 179;Praia de Iracema
Av Eduardo Toniello Stz 50,566;Jardim Grande Aliança 
Q Qne 06 Lote Nº 08/09 Salas 201 E 203 Parte 1 ;Taguatinga Norte
Av. Esmeralda, Nº349, Santa Isabel;Santa Isabel
Travessa Ilton Lopes Leal, Nº12 - Centro;Ibirataia
Av. Nossa Senhora Da Penha, 1495, Sala: 1007;Santa Lúcia
Est Do Pitoco,15 Quadra 5 Lote 15;Paciência
Pç Carlos Moura, Nº 46. Centro;São Felipe
Rua Dr. José Lourenço, Nº 2180 - Apt 104;Joaquim Távora
Av 25 De Julho, 1863;Forquilhinha
Rua Maringa, 1383;Vila Nova
Rua Israel, 299;Esperança
Rua  Ramala Nº23  Quadra 17 Conj.  Nova Cidade;Cidade Nova
Av. Dr. Jesuino Marcondes Machado, 1018-B;Nova Campinas
Rua João Pio Duarte Silva, 404, Apt 205;Córrego Grande
R Luiz Geraldo Mirandola, 135 - Apt 52;Santa Cruz
Rua Ipiranga 146 Sala 10;Floresta
Qd. 1406 Sul, Al.18, Lt.8;Plano Diretor Sul
Av. Drº José Machado De Souza, 220 Sala 1317 Condomínio Gentil Barbosa - Neo Office Jardins;Jardins
Av Augusto De Lima, 479;Centro
Rua Cerro Cora, N° 1696 - Sala 1 ;Vila Romana
Rua Jose Candido De Oliveira, 865;Morro da Glória
Av Ibirapuera, N°: 2144 -  Andar 10 - Sala 101 E 102. ;Indianópolis
Rua Da Quitanda, Nº 86 - Sala 201 E 203 Parte;Centro
Srtvn, Quadra 701, Cj. C, Sala 307, Ala A;Asa Norte
Rua Dr Gilberto Studart, 369;Cocó
Rua Dos Canarios, 381;Afonso Pena
Avenida Nossa Sra. Da Penha, 699, Century Tower, Sala 805, Torre B;Praia do Canto
Rua Padre João Manoel, 755 - Cj 92;Cerqueira César
St Safs Qd. (Setor De Administrativo Federal Sul) S/N Setor/Sul Qd. 02 Bl. B Sala 106 Parte;Zona Cívico-Administrativa
Sig Quadra 02 Lote 420 Sala 09 Ed. City Offices;Zona Industrial
Av. Deputado Januário Feitosa, 1091 - 1º Andar - Sala 02 - Centro;Barro
Tr Sia Trecho 04, Lote Nº  2000, Bl. F, Sala 105 - Ed. Salvador Aversa;Zona Industrial
Av. Higienópolis, 70 - Sl 94A;Centro
Pc Vinte E Cinco De Janeiro 265 Qd:81 Lt:10 Vila Rosa;Vila Rosa
Travessa Assis Gondim, 20-A - Sete De Setembro;Iguatu
Rua Ataulfo Alves, 1877 - Bloco C - Apt 101;Candelária
Rua Salvador Correia De Sá, Nº 1288;Sapiranga
Rua Dr. Tolentino Filgueiras, 160 - Sl 06;Gonzaga
Ship- Setor Hípico, Área Especial, Conjunto 08, Parte A;Setores Complementares
Rua Wilson Marques Dos Reis 228;Itabirito
Rod 431 Km;Itatiaiuçu
Rua Olivio Ribeiro Campos;Miramar
Rua Projetada, 16 - Loteamento Jardim Miritania;Centro
Rua Barão Do Rio Branco, 104/B;Maracás
Estrada Velha Do Piai, Nº 05;Sepetiba
Rua Niemeyer,168 - Casa 02;Vila Rio Branco
Rua Pioneiro Nereu Mazzer, 921;Jardim Tóquio
Qd 206 Lote 01 S/N Sala 706 Ed. Bercy Village;Sul (Águas Claras)
Rua Santos Dumont, 1400;Aracati
Rua Professora Diva Ponce, Nº606;Japiim
Rua Lauro Ferreira Pinto,677;Alfredo Chaves
Rua Siria 414  Sala  102;Cariru
Rua Waldemar Verçoso Pitanga, 422, Sala 209;Itapuã
Rua Camilo Prates 271 Sala 308;Centro
R. Nelson Figueiredo Junior, 149;Vila Antônio Vendas
Travessa São Paulo Iii Nº 19;Distrito Industrial
Rua Doutor Luiz Januario,406 Sala 303;Saquarema
Ca (Centro De Atividades) 11, Sala 405, Lote 05, Bloco A, Ed. Leoffice ;Setor de Habitações Individuais Norte
Avenida Das Americas, 7607, Sala 303;Barra da Tijuca
Rua Groenlandia, 808, Sala 03;Jardim América
Eatrada Trancoso/Itaquena;Trancoso
Av. José Soares Da Silva Nº 301;Lagoa do Piauí
Cond. Solar De Brasília, Quadra 2, Bloco C, Lote 2;Jardim Botânico
Rua Bartolomeu De Gusmão, 1748;Centro
Av Canal Dois, Nº 16 Casa 1A;Santa Cruz
Rua José Sales, 37 - Centro;Tururu
Av. Maranguape, 938 - Loja 07;Potengi
Srtvn Qd. 701 Conj. C Nº 124 Sala 236 Ala B ;Asa Norte
Rua José Silveira De Souza, 135;Ponte do Imaruim
Av. Presidente Getulio Vargas, 453-C, Centro;Barra do Choça
Rua Augusto José De Araújo,06 Lj 01;São Gabriel
Rua Miguel Calmon Nº 63, Edf. Cidade Do Crato Sala 303.;Comércio
"Rua Benedito Lapin; N° 99";Itaim Bibi
Avenida Felipe Camarão 1178, Buritizal;Buritizal
Rua Maria Candida, N°918 -  Sala 09;Vila Guilherme
Scs Quadra 6, Bloco A, Lote 110, Sala 405, Ed. Arnaldo Dumont;Asa Sul
Rua General Severiano, 40/613;Botafogo
Av São Sebastião, Nº 3285;Santa Helena
Rua Da Ilha, Nº25;Itapuã
R Carlos Drumond De Andrade;Congós
Rua Urânio, 54;Vila São Carlos
Av. Conselheiro Aguiar, 2333 - Sala 508 - Empresarial João Roma;Boa Viagem
Rua Curuçá, 260. Sala 106.Umarizal;Telégrafo Sem Fio
Rua Vitor Civita 66 Salas 207, 208 E 209 - Edificio 4 Blco 2;BARRA DA TIJUCA
Rua Bela Cintra, 1200, Andar 4 - Conj 42, 43 E 44;CONSOLAÇÃO
Rua Antonio Bernardino Da Silva, 340;Campos do Jordão
Rua Juiz Alexandre Martins De Castro  Filho  Nº130, Salas 801 A 803;Santa Luíza
Rua José Eduardo Rodrigues-675-Ap.201;Itabirito
Avenida Iguatemi, 198;Naviraí
Rua Curitiba, 2415;Jardim Brasilândia
"Av. Paulo Maia, 2460 - Letra ""A""";SÃO JOSÉ
Estrada Municipal S/N   Bairro Pantano;Alfenas
R Santa Izabel 45 Salas 816 E 817;Vila Santo Ângelo
Rua Irma Thanes, 200;Santiago
Rua Tuiuti, N° 2530 - Conj 21;Tatuapé
Av Nossa Senhora Do O, N° 865  -  Andar 20 - Conj 1803 ;Limão
Rua Coronel Antonio Botelho De Sousa, 185 - Sala 04;Centro
Rua Edmundo March,156 Sala 604;Boa Viagem
Av Rio Branco, 50 Andar 15;Centro
Av.Brasil N°5.596. Parque São João;Parque São João
Rua Machado Bittencourt, 205 - Cj. 45;Vila Clementino
Rua Dr. Lauro Wolff Valente, 282 - 44F;Portão
Estrada União Indústria 10.126 Sala 27;Itaipava
Av. Augusto Dos Anjos, 929 Lj 16 E 17;Itaoca
Rua Makunaima 247;Treze de Setembro
Rua José Zanchin, 03 Distrito Industrial;Santa Tereza do Oeste
Rua Santa Rosa 164 Apartamento 1603;Icaraí
Rua Professor Álvaro Jorge, 1239;Vila Izabel
Avenida São João, 2677;Antares
Rua Augusto Coutinho De Castro, 116;São João do Ivaí
Est. De Campinas De Pirajá, Nº 2458. Quadra G, Bl 02, Lot. Granjas Sl 16;Campinas de Pirajá
Rua Willy Schroeder, 322, Sl 01;Lontras
Rua Manoel Castilho, 33 - Casa.02 - Conjunto Castelo Branco;CONJUNTO CASTELO BRANCO
R Nova Lima 366;Itacolomi
Rod Armando Martinelli, Km 01 - Vale Do Canaa;Santa Teresa
Maria Geovanete Pinheiro Borges Da Silva 737;Zerão
St Saa Qd 01 Nº 1050 Terreo, Parete C ;Zona Industrial
R Jaguarete, 177 - 01;Casa Verde
Av Das Americas 3434 Sala 206 Bloco 02 Condomi Mario Henrique Simon Sen;BARRA DA TIJUCA
Rua Antonio Vieira Gaspar, 1600 - Santo Antonio;Tianguá
Rua Florianopolis Sn Qd. 14 Lt. 12 Res. Parque Dos Ipes Apto 702 A;Alto da Glória
Rua 01, Chácara 25/2, Quadra H, Lote Único ;SETOR HABITACIONAL VICENTE PIRES
R Ignácio Saturnino De Moraes 763;Canela
Av.Parque Das Aguás Claras Qd.301 Conj 4 Lt 10;Taguatinga Sul
R Pedro Mistura,1406;Marau
Rua Jj  Seabra, Centro, 182 , Sala 2;Pojuca
Rua Dr. Agostinho Porto, 79 - Casa 1;Agostinho Porto
Rua Fernando Menezes De Goes, 545/Sl 210,Ed. Open Center;Pituba
Rua Da Belira, Nº 148;Belira
Av. Oliveira Paiva, 1600 - Sala 112;Cidade dos Funcionários
"Avenida Das Nacoes ( Jd Nacoes); N° 99";Jardim das Nações
Rua Professor Leonardo Cobre, 989;Barreirinha
Rua Abacate , 298 - Morada Do Sol;Morada do Sol
"Rua Caldas Novas;N°21   ";Vila Guilhermina
Rod. Raimundo Gabriel Rezende - Dico Rezende, S/N Km:5158;Vianópolis
Rua Jose Geraldo Maccari (Loteamento Jardim Okinawa), N° 28 ;PARQUE BRASIL 500
Rodovia Mt 358, Km 149 S/Nº - Chácara Morimoto;Tangará da Serra
Rua Ciro Bilhar, 112 - Centro;Horizonte
Rua  Getulio Vargas, Nº 60 - Loja: 08  -  Centro;Baependi
Rua Rui Barbosa, S/N - Centro;Riachão
Rua José Freitas Júnior, 379, Galpao 9;Vila Esperança
Av Fernando De Mattos, 300 Salas 305 A 308;BARRA DA TIJUCA
Rua Frei Manoel Da Cruz;Liberdade
Rod. Deputado João Leopoldo Jacomel, 10.454;JARDIM AMÉLIA
Avenida Isabel, Nº 222;Santa Cruz
Rua Conde De Lages, N 44, Sala 309;Centro
Av. Jabaquara, N°2002 - Conj 31 E 32;Mirandópolis
Rua Ilheus Nº 71 - Parque Cruz Aguiar;Rio Vermelho
Q Sbs Quadra 02, Bloco A, Nº 01;Asa Sul
"Av Presidente Costa E Silva; N° 39";Pedreira
Avenida Humaitá, 759 Sala 02;Zona 04
Rodovia Virgílio Várzea, Sn, Floripa Office;Saco Grande
Rua Projetada Nº 50 - Vila Nova;Conceição de Macabu
Rua Manoel Ribas, 1194;Tamboara
"Rua Lívio Barreto, 588;Dionisio Torres
Av Das Industrias 585;Anchieta
Rua Neri De Barcelos, 360;Jardim Maringá
Estrada Do Pitoco,Nº 754 - Anexo Rua N: Lote 12 Quadra 05;Paciência
Rua I, Nº 22 Quadra 12, Sala 104 E 105.;Jardim Atlântico
R. João Antonio Yakovantuono,795;Carvalhos
Rua Baia, 737;Vila Cristóvam
R Radial Sul, N°100, Quadra 01, Lote 13, Casa1;Vila Goiás
Rua Leopoldo Machado 2334 S- 007;Jesus de Nazaré
Av. Barão De Studart, 2360 - Sala 1502;Joaquim Távora
Rua 2300, Nº 690, Sl 02;Centro
Rua Santa Catarina, Nº52;Estância Monazítica
Rua Dr. Pio Borges, 1200 Galpão - Parte - Pita;Sete Pontes
Rua Coronel Virgílio Távora, 82 - Aratama;Assaré
Shin Norte, Ca 05, Lote B-1, Sala 206;Setor de Habitações Individuais Norte
Av Alfredo Baltazar Da Silveira 1891 Sala 203;Recreio dos Bandeirantes
Rua Dinamarca, 437;Parangaba
Rua Geraldo Peixoto Filho, 123;Visconde do Rio Branco
Rua Osório Ribas De Paula, 94 - 1º Andar Sala 101 Ed. Comercial Millenium;Centro
Rua Beira Rio 506;Jaru
Rua Boquim Nº 81;Centro
Rua Elias Afonso 23;Costa do Sol
Rua Santa Joaquina De Vedruna, 955;Zona 05
Rua Lomanto Junior, Nº430;Ibicuí
Rua Dep. José Lages, 555/402;Ponta Verde
Rua Viscondessa Do Livramento, 113 Cx.Postal 61;Derby
Av. São Miguel, 2061;Dois Irmãos
R Nossa Senhora De Lourdes, 139 ;Cambuci
Rua General Americano Freire - 394 - Sala 403;Boa Viagem
"Rodovia Raposo Tavares, 3175 - Bloco E; Apt 125";Jardim Adhemar de Barros
Rua Josue Pereira Ferreira , 397;Parque Residencial Rita Vieira
Ladeira Dos Aflitos, Nº 64, Edf. Gabriel Soares Lj 01;Dois de Julho
Av. Ouro Preto,75;Interlagos
Av. Ariosto Da Riva, 1785, Centro;Alta Floresta
Rua Fernando Leite Mendes 61 / 201;Recreio dos Bandeirantes
Rua Teresa Cristina, 657-A;Centro
Rua Jose Augusto Dos Santos, 108;Jardim Satélite
Rua Bahia, 204;Nova Venécia
Quadra  Cng 8 Lote 07 Loja 01;Taguatinga Norte
Rua Dos Ingleses, 170;Morro dos Ingleses
Av Alfredo Baltazar Da Silveira, 1795 Sl 201;Recreio dos Bandeirantes
Rua Cento E Nove N ° 55;Caetés I
Rua Aristeu;Curicica
Av Moaci, 1302;Planalto Paulista
Avenida Brasil, 1300 Sala 304  Edificio Maria Elsa;Centro
